owner,quantity,price
Adelaide Garrett,35,$1051.22
Winifred Hardy,43,$1221.27
Oscar Jenkins,37,$2702.99
Mitchell Cooper,38,$4838.23
Terry Graham,30,$600.91
Don Sanders,35,$8880.35
Dylan Baldwin,22,$5597.78
Caroline Cobb,62,$384.18
Jeff Young,53,$1759.19
Steven Jackson,29,$3148.14
Sophia Patton,64,$7668.33
Lula Walker,30,$5307.14
Randy Fleming,55,$9202.75
Estelle Gonzalez,26,$7149.67
Amelia Zimmerman,52,$272.60
Lenora Bell,61,$5432.85
Polly Patton,20,$1731.70
Kate Duncan,26,$610.53
Juan Cross,34,$6874.43
Martha Burns,47,$7247.06
Gilbert Flores,41,$5200.08
Walter Carlson,50,$9837.56
Bettie Anderson,28,$8957.82
Joel Pearson,42,$2613.25
Dale Hart,21,$1381.55
Johanna Pratt,45,$6767.86
Marc Grant,49,$1369.09
Isabelle Greene,22,$579.35
Anthony Valdez,20,$9848.99
Mario Burke,50,$2021.70
Josephine Padilla,41,$2604.52
Evan Robbins,57,$5982.06
Lina Patterson,29,$3790.88
Francis Bridges,42,$7678.94
Trevor Santos,18,$4925.71
Ollie Stevens,46,$5445.34
Steven Hughes,52,$7436.29
Lucile Harvey,45,$5264.89
Chris McBride,31,$9711.04
Nina Stevens,64,$6866.76
Bertie Lawson,49,$4296.35
Elva Jennings,53,$8388.57
Beulah Aguilar,18,$5023.33
Nellie Obrien,57,$8881.77
Roxie Glover,47,$2672.35
Mathilda Murphy,65,$6660.93
Hallie Young,58,$8118.49
Christina Chapman,30,$9500.37
Lida Farmer,49,$7299.78
Ethel Glover,63,$194.30
Virgie Gonzalez,22,$145.10
Pauline Ferguson,64,$9462.21
Robert Harper,42,$1756.51
Gregory Mitchell,38,$8633.50
Daniel Cobb,59,$7691.70
Rebecca Rodriquez,62,$6591.70
Brett Wilson,60,$2215.18
Christian Cunningham,37,$1429.26
Zachary Perry,22,$7447.50
Ivan Mitchell,21,$852.46
Edwin Clayton,46,$2990.33
Arthur Schwartz,62,$798.16
Lawrence Morton,40,$738.78
Austin Doyle,51,$3431.18
Vincent Sanders,49,$5336.18
Fannie Hall,54,$2459.41
Florence Peters,55,$180.49
Gabriel Nash,64,$1395.64
Leo Clarke,35,$4944.95
Louisa Meyer,19,$3121.64
Nettie Clarke,33,$600.67
Angel Daniel,24,$9465.35
Helena Wagner,57,$5108.98
Harvey Brown,35,$1364.07
Matilda Steele,47,$7027.34
Dora Johnston,65,$8467.55
Margaret McDaniel,42,$544.52
Marvin Barber,24,$8443.67
Ray Moreno,31,$9958.12
Kate Wolfe,61,$4416.86
Susan Banks,38,$8326.57
Oscar Collins,25,$8866.72
Estelle Rose,23,$2679.89
Miguel Wallace,48,$5266.74
Clayton McGee,39,$4030.10
Christopher Price,58,$9505.02
Johanna Moreno,44,$3733.26
Derrick Patrick,48,$5807.55
Anthony Sanders,52,$2286.06
Roxie Taylor,22,$2981.68
Harriet Anderson,18,$1268.29
Matthew Townsend,33,$6270.85
Cornelia Bowers,63,$9991.40
Thomas Nguyen,22,$710.58
Jordan Fletcher,37,$3308.35
Austin Lucas,49,$8726.44
Jayden Powell,18,$1124.83
Nettie Gregory,26,$3946.06
Norman Bishop,38,$1086.92
Cecelia Rowe,41,$8092.50
Pauline Sanders,64,$148.63
Dorothy Newton,52,$7609.81
Juan Blair,39,$8764.25
Martha Butler,45,$2656.11
Blanche Watson,32,$8966.90
Manuel Robbins,42,$127.43
Ada Roy,47,$1459.60
Adeline Rose,27,$7601.51
Mark McCoy,20,$3967.87
Agnes Morgan,23,$1683.78
Birdie Matthews,18,$1517.89
Joel Wood,62,$5361.04
Gordon Rodriguez,47,$4783.16
Gussie Snyder,36,$2721.27
Mayme Ramsey,63,$1900.10
Inez Collins,32,$3051.13
Francis Herrera,62,$3785.92
Floyd Mitchell,34,$4169.89
Teresa Watkins,32,$6311.82
Andrew Fox,63,$3593.06
Henry Franklin,32,$9907.64
Vernon Larson,49,$1653.55
Daisy Richardson,31,$3687.65
Henry Figueroa,59,$6846.92
Chris Maxwell,31,$8631.95
Cora Christensen,42,$2477.55
Aiden Parks,56,$8213.38
Mabelle Blake,30,$9891.02
Cecelia Simmons,46,$4435.79
Ida Gardner,21,$1711.22
Nelle Clarke,26,$9152.97
Glenn Bowen,19,$8217.03
Devin Brock,19,$1085.35
Clifford Diaz,64,$3804.15
Logan Hodges,25,$943.22
Abbie Hogan,59,$1548.23
Mayme Medina,20,$7276.88
Lola Wood,60,$7157.26
Lena Lawrence,57,$4691.76
Rena Holloway,23,$5271.49
Loretta Harris,34,$8404.01
Ada Nunez,38,$9222.77
Sue Carroll,58,$9084.82
Derek Allen,30,$7982.14
Shane Cole,64,$9718.21
Irene Johnston,60,$9801.44
Victor Chavez,38,$2709.32
Sam Chambers,29,$9235.93
Jason Hart,62,$1557.67
Maud Castillo,62,$6798.02
Bertie Ellis,19,$1968.27
Lena McGee,60,$7877.20
Lucile Miller,64,$6504.88
Ricky Gardner,19,$7284.85
Augusta Garza,62,$3223.94
Ollie Hawkins,40,$1149.56
Jonathan Hart,59,$4347.22
Tyler Harvey,64,$1035.08
Edith Franklin,33,$3873.83
Harold French,47,$3372.97
Mary Doyle,55,$7432.45
Alan Boyd,53,$8191.89
Kyle Washington,63,$5215.73
Warren Brown,26,$4624.24
Dustin Martin,43,$9801.87
Glenn Higgins,28,$8262.05
Ronnie Davis,48,$7919.82
Bernard Stevenson,32,$5379.42
Albert Weaver,40,$8782.08
Rosa Jacobs,54,$5942.38
Jessie Lawson,55,$1411.95
Walter Santos,49,$8889.94
Susan Moreno,40,$4962.00
Lola Gomez,65,$8652.98
Kyle Rivera,35,$6301.30
Logan Mills,45,$5755.16
Fannie Wade,39,$4566.29
Ola Newton,24,$7535.50
Ralph Frazier,32,$7220.37
Belle McDaniel,60,$9957.05
Jackson Boyd,37,$2700.10
Bernard Rios,50,$3213.59
Cornelia Jefferson,51,$121.11
Lois Oliver,25,$706.66
Helena Reid,32,$9429.17
Marian Benson,51,$436.55
Leo Duncan,63,$9493.19
Bess Andrews,21,$2094.36
Ernest Rowe,19,$1631.46
Jeremiah Schwartz,20,$9710.58
Erik Terry,28,$5559.50
Phoebe Bryan,24,$2158.96
Callie Fernandez,38,$1840.30
Cory Sanders,24,$6787.69
Stanley Peterson,61,$9228.77
Stanley Allen,60,$1919.20
Charlie McCoy,51,$8096.24
Blake Graham,40,$8689.96
Jim Schneider,34,$6549.04
Duane Reeves,50,$5002.16
Charlotte Barker,61,$8018.00
Ian Malone,53,$7223.60
Georgie Guerrero,25,$8824.34
Aaron Miles,23,$2011.63
Victor Paul,31,$4806.64
Edgar Obrien,63,$9290.41
Cynthia Walsh,36,$5144.99
Abbie Schultz,43,$4280.92
Timothy Byrd,61,$7762.62
Zachary May,44,$1073.56
Jose Evans,50,$5402.17
Lenora Reynolds,51,$378.73
Edna Martinez,43,$7376.17
Mason McKinney,41,$8776.80
Lina Vasquez,31,$931.94
Willie Terry,40,$2390.59
Alice Nash,53,$1577.16
Caroline Pope,32,$4351.72
Myra Reynolds,50,$1651.01
Harvey Harris,58,$6693.77
Minnie Walsh,32,$306.36
Olivia Welch,28,$5334.37
Glenn Atkins,63,$8351.51
Mason Roberts,29,$6372.66
Callie Hart,55,$4203.47
Harold Poole,36,$4684.73
Marcus Collier,18,$1329.77
Gary Howard,62,$6275.92
Lottie Meyer,19,$3004.40
Dale Walters,48,$7672.20
Isaac Gonzalez,34,$3008.95
Helen Hart,43,$9866.16
Sarah Dean,18,$8505.14
Myrtle Obrien,61,$1860.50
Brent Schmidt,65,$5623.66
Olivia McKenzie,20,$8158.72
Nelle Woods,61,$746.85
Jonathan Logan,24,$8490.25
Garrett Harrington,44,$4526.31
Chad Guerrero,25,$6893.02
Sophia Price,31,$6296.05
Amanda Ortiz,29,$837.68
Cody Walsh,46,$8374.80
May Burton,56,$9823.84
Landon Bennett,20,$8267.98
Carrie Farmer,59,$9725.15
Ethan Wade,37,$5497.14
Jacob French,31,$9921.22
Susan Underwood,19,$7642.24
Leila Snyder,37,$9449.17
Edgar Ingram,22,$1651.92
Jeffery Cummings,41,$7101.34
Ray Burns,50,$9387.13
Leo Hubbard,49,$338.04
Carl Jones,45,$4892.46
Jesus McDaniel,38,$5141.23
Ray Gibbs,36,$2483.16
Margaret Davidson,30,$3494.64
Ricky Ray,46,$7039.54
Stanley Obrien,23,$3902.38
Jessie Hampton,22,$7077.82
Essie Guzman,35,$4387.67
Alejandro Ramirez,48,$2528.39
Susan Steele,40,$9682.98
Mary Garner,26,$4503.95
Margaret Horton,52,$4630.70
Don Bowman,35,$9445.19
Nannie Gilbert,27,$3299.96
Agnes Newman,57,$2681.80
Brent Meyer,32,$86.06
Peter Owens,42,$6467.83
Duane Young,54,$8812.85
Ronald Shaw,32,$3807.23
Bertie Richards,31,$8450.81
Michael Craig,49,$5589.21
Troy May,27,$4180.76
Garrett McGee,42,$9850.15
Jennie Horton,45,$4429.03
Jimmy Peters,34,$6745.96
Winifred Morton,29,$2313.51
Celia Dawson,51,$2775.51
Hester Padilla,35,$6773.05
Ina Watkins,20,$2773.08
Leo Hines,19,$8279.98
Benjamin Elliott,38,$3968.64
Rosetta Walsh,56,$9102.12
Bernice Malone,63,$3244.28
Jerry Watts,24,$5952.09
Lettie White,49,$3416.03
Vincent Freeman,32,$4093.37
Arthur Stevens,36,$4383.98
Garrett Shaw,47,$2395.79
Grace Harper,34,$1219.93
Gavin Lopez,55,$4862.36
James Jensen,56,$3896.94
Eugenia Rhodes,59,$4255.16
Rebecca Nelson,54,$4425.93
Marian Munoz,20,$2711.30
Andrew Boone,24,$4683.18
Willie Wilkerson,60,$8491.75
Adam Greene,62,$4860.53
Gilbert Medina,23,$5225.06
Bess Patrick,45,$796.21
Callie Klein,65,$4581.46
Timothy Carter,31,$9537.62
Nancy Pratt,30,$9828.56
Mattie Waters,21,$5698.03
Nora Singleton,35,$5505.09
Ralph Logan,31,$473.69
Lizzie Hudson,46,$3158.53
Philip Bridges,26,$8251.03
Bill Diaz,50,$9798.24
Gertrude Strickland,53,$6311.82
Jose Webb,34,$8749.02
Loretta Diaz,20,$8889.99
Dylan Hall,38,$6899.87
Harriet Tran,32,$8318.38
Willie Vargas,45,$9961.65
Lenora Blair,48,$4753.06
Margaret Weaver,20,$8447.11
Lilly Wolfe,62,$3576.01
Benjamin Saunders,58,$9255.70
Owen Gutierrez,36,$188.85
Lloyd Rodriquez,39,$3009.88
Nelle Porter,28,$2223.47
Margaret Ellis,65,$4238.48
Estelle Gomez,23,$7092.95
Marion Kennedy,60,$1188.66
Genevieve Gonzalez,63,$839.58
Winifred Hansen,27,$430.25
Lina Stokes,23,$6263.69
Mabelle Chambers,32,$520.11
Callie Salazar,32,$9599.82
Russell Weaver,30,$1584.17
Norman Jones,29,$1788.04
Estelle Bush,42,$235.73
Don Norris,27,$5526.55
Josie Buchanan,35,$7401.15
Kenneth Mann,47,$9101.39
Lee Bowman,60,$1831.25
Max Duncan,29,$4190.56
Marvin Barrett,54,$714.57
Brent Castillo,20,$1344.80
Madge Colon,64,$4541.36
Terry Neal,25,$9219.09
Alice Thomas,57,$7941.82
Paul Santiago,62,$7568.68
Edna Guzman,42,$2402.33
Mabelle Allen,63,$7475.34
Leroy Wright,63,$357.77
Alexander Maxwell,36,$1206.21
Hettie Lindsey,49,$796.46
Rose Tate,48,$9873.74
Herman Carter,63,$2579.49
Dale Marshall,59,$5654.05
Lillian Lawson,42,$584.60
Sally Spencer,46,$4516.28
Eric Cobb,54,$6805.78
Jay Hall,53,$9160.25
Shane Copeland,31,$3632.18
Victor Patton,18,$8724.38
Aaron May,31,$8608.28
Henry Frazier,33,$9738.66
Connor Robertson,61,$6208.74
Lottie Copeland,58,$7445.09
Olive Neal,19,$0.00
Nora Reese,61,$9524.26
Devin Swanson,65,$7650.50
Jeffrey Maldonado,25,$2243.63
Charles Lynch,32,$7960.51
Jeffrey Perry,30,$7439.36
John Bishop,21,$4733.66
Alma Allison,39,$2531.23
Randy Huff,26,$5791.89
Lura Rodriquez,62,$4233.06
Jacob Parsons,54,$8192.83
Ora Lee,19,$3706.33
Cecilia Reid,20,$3500.44
Luke Johnston,55,$5871.78
Hannah Malone,23,$7349.29
Iva Banks,49,$8002.18
Tyler Collier,63,$972.23
Larry Holt,57,$8592.16
Teresa Hawkins,20,$4622.47
Jon Grant,38,$8363.85
Betty Blair,46,$687.90
Isaac Strickland,39,$2692.27
Norman Gray,39,$693.55
Harvey Larson,44,$5404.31
Agnes Barrett,38,$6884.76
Alexander Wade,32,$5861.15
Russell Briggs,34,$7207.41
Mable Park,52,$3697.51
Philip Kelly,43,$9843.58
Maria Alvarez,56,$2516.12
Mable Diaz,22,$4518.09
Annie Torres,36,$4109.50
Sally Lewis,29,$4843.42
Eleanor Rivera,19,$549.01
Marian Wade,53,$6354.59
Lawrence Woods,61,$7555.82
Gordon Elliott,55,$5480.31
Lora Murray,27,$2314.93
Flora Paul,23,$7947.87
Stanley Garrett,39,$7791.34
Seth Snyder,40,$2380.21
Bruce McBride,57,$4803.78
Cory Payne,47,$6562.03
Mamie Castillo,29,$4063.39
Theresa Rios,56,$165.24
Sadie Peterson,25,$8088.67
Victor Moore,56,$603.87
Raymond Hansen,52,$1332.60
Curtis Graves,54,$3899.60
Ruby Wise,47,$5656.08
Caroline Moreno,59,$9123.20
Mitchell Pratt,27,$5660.47
Joshua Frank,43,$1897.80
Barry Valdez,63,$2659.86
Elnora Gibson,59,$1331.30
Phillip Ingram,25,$6140.13
Ronnie Curry,45,$9209.01
Nannie Barnett,44,$1863.13
Stella Delgado,40,$9611.08
Bertha Horton,41,$9054.21
Jennie Tucker,45,$9245.26
Emily Adams,48,$6658.29
Adelaide Guzman,41,$4290.66
Della Clarke,35,$1703.70
Sadie Bush,63,$9028.58
Joel Kennedy,31,$8785.56
Philip Houston,25,$8468.68
Melvin Erickson,43,$5738.43
Betty Lindsey,31,$6872.66
Billy Bailey,24,$6028.85
Rebecca Warren,65,$1747.21
Viola Shaw,27,$469.82
Bernice Hogan,36,$4797.10
Virgie Hampton,60,$4764.12
Ethel Osborne,23,$4852.39
Harriet Vasquez,41,$6335.62
Theodore Valdez,61,$1524.26
Russell Munoz,43,$3029.49
Leah Valdez,56,$2795.46
Esther Scott,36,$3060.53
Virginia Maxwell,22,$6745.56
Jack Wade,47,$7763.48
Ethan Johnston,62,$4964.96
Ethel James,41,$701.60
Eric Haynes,39,$5012.14
Bertie Silva,22,$3891.34
Caleb Morrison,47,$7243.26
Estelle Goodwin,58,$8720.72
Gussie Russell,27,$4455.50
Rebecca Huff,62,$5397.73
Franklin Ryan,20,$1675.80
Max McBride,55,$6792.57
Julia Gibbs,24,$5273.23
Mittie Diaz,32,$5190.43
Belle Hale,63,$7205.52
Joseph Rose,65,$5323.60
Alma McDonald,32,$5144.86
Madge Soto,64,$3415.84
Mario Schwartz,22,$1825.29
Eric Wilkerson,25,$7363.48
Barbara Santos,31,$3633.49
Ina Brooks,58,$985.28
Hilda Pratt,28,$8358.30
Emily Ramos,33,$9413.04
Randall Osborne,38,$3649.16
Manuel Diaz,64,$2434.51
Sophia Obrien,23,$5460.42
Jared Ramsey,51,$4795.59
Janie Coleman,55,$4766.18
Phoebe Parsons,49,$3853.28
Keith Drake,20,$1299.80
Loretta Rodriguez,55,$6296.14
Erik Bowers,21,$1810.79
Troy Lane,55,$4721.37
Donald Tate,62,$8064.40
Angel Henry,56,$2566.45
Randall Obrien,21,$9257.16
Lizzie Vaughn,31,$1953.48
Theresa Hardy,52,$6214.94
Norman Tyler,58,$6441.04
James Bryant,29,$2519.94
Edward Sanchez,28,$6583.66
Ella Hale,59,$7856.39
Leila Lamb,46,$693.80
Phoebe George,42,$8880.87
Francis Gregory,65,$4096.29
Nelle Beck,33,$7647.95
Rosie Tate,31,$253.51
Ian Brown,24,$1152.03
Larry Huff,55,$3797.61
Minerva Mack,29,$4082.09
Kate Carroll,55,$3710.48
Leila McKenzie,55,$9134.25
Barbara Olson,18,$5385.12
Ora Mendoza,26,$2916.58
Roy Dean,56,$4602.68
Rebecca Thompson,22,$4105.02
Rodney Ingram,48,$2460.65
Roxie Garrett,30,$7660.80
Lina Haynes,54,$2641.42
Cynthia Pratt,24,$2775.13
Herbert Summers,29,$6910.84
Oscar Webster,59,$588.45
Olivia Hoffman,22,$6979.28
Floyd Rodgers,34,$4320.61
Josie Floyd,49,$3995.52
Kate Kelly,18,$2804.66
Connor Obrien,20,$1546.03
Rachel Pittman,64,$4596.59
Genevieve Richards,57,$3366.19
Charles French,59,$5589.24
Margaret Spencer,43,$4299.43
Irene Chavez,62,$466.35
Augusta French,59,$1919.87
Aaron Black,36,$6560.54
Loretta Cummings,40,$4697.58
Leon Sanders,31,$7919.89
Lida Delgado,55,$216.67
Hallie Cox,34,$6754.06
Jay Smith,22,$6166.24
Lenora Owens,43,$2398.33
Rhoda Hubbard,51,$1694.08
Cornelia Walker,61,$2946.66
Adeline Davis,50,$1949.57
Lula Massey,19,$5265.52
Bryan Lewis,25,$2626.48
Sarah Drake,43,$7355.08
Leah Fuller,20,$7826.75
Johnny Chapman,31,$7675.61
Willie Wolfe,55,$6859.98
Birdie Hawkins,25,$5710.82
Josephine Parsons,55,$4239.34
Claudia Graham,60,$9570.26
Eunice Reeves,23,$8270.20
Harvey Alvarado,44,$9824.52
Dennis Sherman,45,$3008.22
Fannie Payne,20,$1058.20
Noah Lynch,20,$8138.36
Ida Rice,44,$7758.44
Robert Fox,62,$8255.15
Isaiah Burton,43,$3780.43
Lulu Lucas,37,$3957.71
Bobby McLaughlin,41,$4650.49
Nathaniel Bowers,29,$7023.63
Allen Patton,38,$9664.79
Mable Pierce,42,$7329.35
Isaiah Perry,35,$5482.33
Sadie Carroll,62,$8351.20
Eva Fuller,59,$8032.42
Lina Moody,59,$8088.11
Victor Figueroa,46,$7055.53
Justin Klein,59,$9067.00
Bradley Walsh,53,$5443.77
Edna Gutierrez,58,$5082.40
Jean Guerrero,61,$1430.12
Katie Stone,61,$5823.40
William Holt,39,$4650.65
Cora Jones,39,$3153.93
Ina Ellis,20,$6351.61
Henrietta Williams,49,$5054.06
Glen Francis,33,$9883.24
Augusta Mason,39,$2643.57
Marian Ford,40,$5745.31
Bruce Campbell,28,$7430.82
Eddie Nunez,30,$5287.16
Cora Parks,56,$700.96
Viola Fernandez,42,$6671.02
Etta Howell,41,$5897.74
Victor McCoy,47,$4017.71
Ricardo Berry,24,$2149.39
Nathan Sanchez,23,$6514.26
Ronald Richards,32,$7336.03
Ralph Vasquez,54,$3587.33
Randy Richards,59,$9524.90
Cole Blair,18,$8296.52
Estella Myers,33,$3976.81
Martha Cannon,55,$1520.88
Johnny Schneider,65,$4281.94
Eleanor Robbins,28,$6200.52
Georgie Malone,23,$7516.22
Sue Luna,37,$5471.22
Amelia Jenkins,32,$7531.14
Joseph Gibbs,22,$8336.99
Douglas Kelley,46,$2472.69
Christine Davidson,41,$1195.63
Lee Holloway,55,$9680.47
Zachary Norris,19,$5417.77
Marvin Klein,28,$5020.20
Seth Reid,45,$496.29
Tommy Luna,55,$2733.60
Vernon Rivera,43,$6243.89
Hettie Burton,65,$6003.34
Harriet Webster,39,$4935.22
Joseph Potter,31,$1783.68
Chester Rodgers,34,$5850.09
Marie Maldonado,35,$8544.77
Don Wagner,34,$6140.08
Mario Robinson,59,$5316.11
Michael Jordan,52,$2531.62
Rodney Tran,21,$1323.40
Nora Taylor,36,$2172.56
Lottie Hoffman,45,$5225.69
Bessie Wallace,61,$8294.32
Lettie Flowers,58,$3681.54
Mattie Marshall,20,$2826.72
Lou Greer,18,$8016.54
Jeffrey Ingram,45,$3531.08
Cameron Greene,21,$6481.31
Trevor Quinn,46,$8164.63
Millie Chandler,42,$7543.87
Timothy Drake,18,$8926.92
Randall Mathis,54,$2441.94
Sophia Harvey,25,$6978.92
Aaron Daniels,51,$8618.68
Vincent Knight,56,$8847.54
Lou Burton,28,$3825.97
Harold Walsh,20,$7739.67
Andrew Leonard,38,$8120.36
Bill Holt,38,$6000.69
Travis Castro,57,$9485.31
Jeremy Richardson,22,$3092.63
Kenneth Soto,31,$5026.37
Alex Jenkins,19,$4973.64
Francisco Greene,37,$5178.11
Hester Welch,53,$9831.65
Nellie Andrews,62,$2438.37
Essie Harrison,33,$9660.40
Cornelia Poole,40,$2804.33
Elijah Cobb,20,$3501.37
Belle Dawson,19,$9529.29
Hester Larson,46,$9666.13
Mae Franklin,63,$253.29
Isabella Bennett,25,$2385.61
Garrett Bridges,28,$1220.60
Sue Martinez,43,$1551.15
Adeline Black,40,$4940.69
Jared Olson,24,$9589.95
Earl Rowe,63,$2725.94
Ophelia Fitzgerald,50,$1305.08
Danny Chandler,34,$3245.16
Minerva Spencer,58,$7268.91
Estella Franklin,24,$1694.57
Laura Greer,53,$4678.00
Pearl Jensen,21,$2801.11
Barry Chandler,18,$6988.09
Eva Mills,30,$7753.14
Ernest Rios,23,$6576.39
Donald King,41,$6829.39
Eula Torres,40,$3132.01
Victoria Gomez,23,$2401.50
Sophie Duncan,28,$7519.34
Willie Gill,49,$2623.69
Ann Ramos,36,$6326.41
Violet Cook,39,$8533.81
Flora Lucas,26,$6611.94
Ivan Meyer,33,$3715.43
Adelaide Payne,61,$4100.49
Amelia Wood,49,$2399.67
Iva Graves,21,$4331.82
Katie Jensen,55,$3489.29
Margaret Murphy,65,$412.81
Louis Castro,57,$1957.81
Frances Martin,22,$2913.33
Kyle Estrada,29,$2382.01
Willie Miles,28,$7291.25
Elva Payne,37,$4308.24
Rosalie Wong,44,$1295.98
Rosetta Gilbert,26,$3974.58
Nancy McCarthy,49,$2764.08
Evan Harmon,49,$7452.33
Blanche Chandler,22,$3649.49
Myra Pearson,25,$877.65
Winnie Ramirez,53,$7576.16
Jose Thomas,34,$1822.92
Roy Fernandez,35,$9506.82
Isabelle Bass,47,$239.87
Theodore Robbins,46,$7835.16
Franklin Wilkerson,64,$5081.82
Vincent Hammond,53,$7738.70
Norman Copeland,53,$5126.36
Gerald Thomas,24,$5889.25
Kenneth Matthews,39,$8406.94
Roy Clarke,38,$5637.25
Marcus Alexander,49,$9901.19
Ellen Holt,33,$5267.55
Christina Adams,42,$6995.33
Edgar McGuire,19,$3327.05
Jessie Hudson,58,$51.58
Julian Watts,51,$8162.65
Mark Briggs,22,$4442.73
Nina Logan,33,$2649.40
Nina Collins,23,$3753.23
Charles Mann,53,$7373.02
Lulu Fleming,50,$3115.41
Nina Holt,52,$1382.89
Willie Day,42,$1999.41
Betty Walton,45,$5233.10
Harry Grant,39,$5333.52
Bradley Silva,59,$5081.74
Henrietta Warner,19,$7125.82
Verna Pope,65,$5611.37
Fannie Wolfe,38,$3893.92
Isabella Holmes,22,$1016.56
Brandon Collier,53,$831.32
Ivan Hale,40,$4824.18
Rosa Gill,48,$9502.09
Johanna Green,42,$248.76
Oscar Davidson,21,$437.54
Austin Wright,62,$1786.00
Marion Thornton,51,$9446.25
Beulah Cruz,26,$3289.77
Bess Olson,50,$3631.95
Essie Harris,32,$4991.32
Dollie Robinson,62,$923.54
Belle Moss,60,$2318.56
Dustin Torres,47,$1239.30
Roxie Hawkins,57,$4836.01
Cole Clarke,63,$2305.78
Warren Watson,37,$7356.64
Darrell Gardner,46,$207.12
Jerome Sparks,29,$2976.51
Janie Francis,18,$7928.39
Charles Douglas,43,$5906.42
Julian Casey,37,$4090.23
Harvey Robbins,20,$7313.47
Frank Castillo,56,$5378.05
Marion Harris,18,$7646.68
Sylvia Perkins,65,$9798.38
Dylan Mendoza,26,$4183.92
Ray Stewart,59,$3274.03
Eula Collier,55,$6327.54
Joel Sparks,29,$6794.81
Brent Holmes,35,$1736.10
Gordon Warren,20,$5093.77
Isabel Hopkins,61,$9835.91
Vincent Walsh,34,$8937.72
Rosa Nelson,27,$4465.52
Wayne Briggs,63,$1454.87
Roxie Mitchell,42,$1062.55
Ivan Tucker,39,$6311.43
Travis Glover,44,$4240.20
Alex Powers,34,$1518.09
Gary Norton,32,$1856.82
Henrietta Henderson,24,$5261.85
Donald Chandler,50,$2162.27
Nora Davidson,25,$9484.32
Maria Herrera,56,$4723.41
Barbara Alvarado,43,$6257.40
Christina Glover,31,$9977.78
Gregory Rodriquez,52,$2646.64
Alvin Stevens,46,$8373.58
Gussie Lamb,24,$4282.19
Don McDonald,32,$5306.62
Maurice Chandler,45,$2439.52
Antonio Wilson,50,$6426.29
Isabella McCoy,26,$6385.40
Alejandro Reese,29,$7024.42
Edgar Davis,62,$52.95
Noah Johnson,60,$2547.25
Hulda Gardner,23,$8939.20
Cecelia Williamson,44,$4199.55
Robert Holmes,18,$1542.92
Howard Griffin,27,$6947.61
Christopher Hanson,28,$5810.49
Fanny Brooks,37,$860.38
Curtis Rice,56,$2580.66
Minerva Jennings,42,$8397.04
Richard Hart,52,$9178.78
Lou Fields,56,$7635.18
Glen Fox,34,$6705.26
Ricardo Gibson,38,$175.64
Barry Buchanan,62,$7371.38
Lida Lamb,58,$7545.87
Katharine Munoz,47,$4529.66
Hettie Black,64,$2368.15
Austin Mills,38,$8795.58
Luis French,32,$6907.61
Estelle Schneider,57,$3931.75
James Shelton,52,$6426.17
Christina Pena,64,$3932.35
Maria Duncan,53,$5099.78
Paul Norris,56,$7710.65
Ronnie Park,52,$3065.54
Lucas Sanchez,48,$1545.22
Marie Pierce,56,$6967.95
Alejandro Alvarado,54,$4709.67
Cameron Cook,52,$8345.92
Harriet Grant,36,$8708.18
Samuel Rodgers,51,$5473.13
Elmer Townsend,42,$8654.67
Leona Jackson,41,$7816.81
Della McKenzie,19,$1248.68
Chris Briggs,63,$1205.13
Vernon Chandler,51,$3814.46
Sophia Chapman,50,$9164.87
Catherine Morris,31,$6537.15
Abbie Ortiz,43,$5365.23
Marie Strickland,58,$8065.13
Stella Byrd,30,$9615.01
Katherine Mann,29,$7493.84
Christopher Potter,23,$7924.84
Alice Norman,40,$5540.76
Gary Barrett,53,$6141.44
Gary Castillo,22,$1405.69
Elijah Palmer,60,$3954.84
Howard Howard,38,$4175.96
Mable Munoz,46,$8774.92
Alvin Cain,51,$6668.88
Bettie Marsh,59,$4295.10
Vincent Davidson,50,$2162.56
Ora Townsend,45,$5424.05
Alan Hansen,55,$8481.85
Margaret Brown,28,$9121.19
Justin Bennett,18,$1706.38
Adeline Kennedy,21,$1123.59
Etta White,41,$1510.41
Mabelle Cruz,22,$1364.10
Amy Padilla,51,$7608.23
Samuel Ellis,25,$5321.18
Leona Santos,34,$1434.82
Virginia Lee,21,$9533.41
Mamie Ryan,45,$5581.28
Isaac Roberson,23,$1994.55
Robert Page,64,$6922.57
Alma Rivera,43,$6713.22
Susan Hawkins,22,$6373.85
Manuel Powell,64,$415.96
Beatrice Anderson,25,$2836.10
Luella Fisher,38,$8538.42
Susan Flowers,20,$9188.66
Clarence Cunningham,40,$13.97
Fanny Shaw,30,$2432.26
Derek Ortega,39,$5352.63
Myrtie Potter,38,$3484.70
Frank Hunt,65,$9714.04
Derrick Ortega,18,$4180.73
Georgie Bryan,57,$5003.78
Rebecca McCormick,29,$8455.21
Ellen Glover,65,$3579.58
Lottie Norton,48,$3796.07
Lela Soto,45,$377.54
Lucille Sanchez,35,$2846.47
Lula Cain,35,$9310.16
Josephine Walton,62,$3594.23
Ray Obrien,56,$417.49
Anne McBride,46,$8010.37
Tony Huff,41,$7635.85
Johanna Tran,45,$8691.47
Adeline Hansen,37,$7533.02
Mollie Ball,37,$8541.91
Ricardo Franklin,54,$8196.23
Rena McDonald,64,$4629.63
Nell Caldwell,43,$5080.85
Gabriel Patton,46,$2150.65
Melvin Woods,54,$7721.55
Mayme Murphy,65,$7313.65
